ZON_MUN	CODIGO_Z_Valor62	Area_Total_Zona62	Porcentaje
13473_1	1-15500000.0	2688.0951882214085	51.79557763779369
13473_1	2-13500000.0	797.6042516633347	15.36864212334576
13473_1	3-8000000.0	1633.934110154158	31.483468825196347
13473_1	4-3100000.0	19.3100530152	0.37207586789382807
13473_1	8-1000.0	50.87242143210072	0.9802355457703754
13473_2	1-15500000.0	1480.32548203	4.118780714693038
13473_2	10-0.0	0.0378998681236	0.00010545062407682691
13473_2	12-1000.0	12.685229466293	0.03529472343850704
13473_2	2-13500000.0	31708.11779376802	88.22301963558323
13473_2	3-8000000.0	2090.960967285189	5.817781164869257
13473_2	4-3100000.0	493.4956093324288	1.3730765451100337
13473_2	5-2500000.0	3.62899951048	0.010097139702613446
13473_2	5-8500000.0	14.89473941907415	0.04144234914171229
13473_2	6-5000000.0	112.99311409149	0.31438617038121597
13473_2	7-3000000.0	0.7632086252	0.002123512028213159
13473_2	8-1000.0	22.963552127827263	0.0638925944281127
13473_3	1-15500000.0	513.584874699	2.064290754918388
13473_3	2-13500000.0	1797.4309769428999	7.224551054938572
13473_3	3-5700000.0	7.740225105594	0.031110875560401326
13473_3	3-8000000.0	21519.82354579025	86.49626377545722
13473_3	4-3100000.0	875.8375859544099	3.5203206335765707
13473_3	7-3000000.0	0.00028464737729	1.1441048564677625e-06
13473_3	8-1000.0	165.06585848283592	0.6634617614439816
13473_4	10-0.0	119.43210779239999	1.1024336433552269
13473_4	12-1000.0	1.3415885896050002	0.012383708401872123
13473_4	2-13500000.0	3590.1427819181094	33.13928105593821
13473_4	3-8000000.0	1277.143428033	11.788838935179536
13473_4	4-3100000.0	5652.851164490065	52.179379731337065
13473_4	5-7200000.0	24.3988310757	0.22521659153121243
13473_4	5-8500000.0	42.350668647239445	0.39092336891903356
13473_4	8-1000.0	99.34291738760486	0.9169977519573153
13473_4	9-3100000.0	26.4927966056	0.24454521338054405
13473_5	1-15500000.0	45.4468781967	0.11364191309376989
13473_5	3-8000000.0	42.63570028074	0.10661243936327612
13473_5	5-2500000.0	39885.41877657738	99.73523978255454
13473_5	7-3000000.0	17.79847390899	0.044505864988412816
13473_6	1-15500000.0	546.678532903	4.111921751356599
13473_6	12-1000.0	0.06336629622750001	0.00047661877333492235
13473_6	2-13500000.0	4860.871213576734	36.56174674997858
13473_6	3-8000000.0	4587.084340547914	34.50241913660974
13473_6	4-3100000.0	744.9813180388433	5.6034848665655685
13473_6	5-2500000.0	1614.24858492	12.141804495562502
13473_6	6-5000000.0	138.730157990412	1.0434789732472083
13473_6	7-3000000.0	746.9147886430773	5.618027745706882
13473_6	8-1000.0	55.39209475601724	0.4166396621995895
13473_7	12-1000.0	4.40081979648	0.14103083489933946
13473_7	2-13500000.0	754.17990634545	24.168820077858836
13473_7	3-8000000.0	1889.4224360739913	60.549360337406355
13473_7	4-3100000.0	433.4930721382	13.891932120381192
13473_7	8-1000.0	38.97015132747675	1.248856629454272
13473_8	1-15500000.0	90.3260291016	1.9161901099292316
13473_8	10-0.0	30.6221194224	0.6496222956538152
13473_8	12-1000.0	11.99650998661	0.2544957861941719
13473_8	2-13500000.0	545.1941210234656	11.565830946931555
13473_8	3-5700000.0	69.7325355756	1.4793166082830282
13473_8	3-8000000.0	1261.0804130670958	26.752751553226812
13473_8	4-3100000.0	1433.671032709076	30.414115190197116
13473_8	4-5700000.0	0.321133672148	0.00681257852975133
13473_8	5-7200000.0	0.00812789479775	0.00017242639559052553
13473_8	5-8500000.0	0.091350177314887	0.0019379165457852222
13473_8	8-1000.0	1270.7910550476286	26.958754588113138
13744_1	1-10500000.0	11131.439862432946	80.0804065952926
13744_1	12-1000.0	339.821842286	2.4447036175494774
13744_1	2-14000000.0	1011.8417408629999	7.279264768959338
13744_1	5-8500000.0	7.01630781419	0.05047584045746791
13744_1	6-5000000.0	1410.20909819	10.145149177741102
13744_11	11-2000000.0	2576.0331510375163	100.0
13744_12	10-0.0	0.000174985414761	6.160567277587287e-07
13744_12	12-1000.0	28404.107251551926	99.99999938394326
13744_2	11-2000000.0	277.8517143886	2.1662816641566036
13744_2	12-1000.0	1821.760690311	14.203427855703435
13744_2	2-14000000.0	8120.70053339895	63.313356566176616
13744_2	3-12000000.0	324.685500153	2.531423090718271
13744_2	5-8500000.0	2256.80117028317	17.59523782528866
13744_2	6-5000000.0	24.4048036591	0.19027299795642158
13744_3	10-0.0	650.658380809667	2.240696232061411
13744_3	12-1000.0	5710.919207982563	19.666902830038133
13744_3	2-13500000.0	11.532127410294999	0.03971361193218678
13744_3	3-10600000.0	2.58845015959	0.008913941156424892
13744_3	3-12000000.0	6379.196949199901	21.968275502519276
13744_3	3-15000000.0	8459.989559725404	29.1339776583939
13744_3	5-7200000.0	188.1582460111298	0.6479674823273385
13744_3	5-8500000.0	7030.816256506545	24.21228091255268
13744_3	6-5000000.0	242.4416025	0.8349050765175503
13744_3	7-3000000.0	6.77396655836	0.023327758146355605
13744_3	8-1000.0	0.1837574144425	0.0006328121765561365
13744_3	9-3100000.0	354.9650397975	1.2224061821781889
13744_4	1-10500000.0	5514.87007289	33.0792378585329
13744_4	11-2000000.0	22.5672174284	0.13536245518982376
13744_4	12-1000.0	893.3677481736	5.358589385858389
13744_4	2-14000000.0	873.86264484785	5.241594072489269
13744_4	3-12000000.0	3006.4588136009	18.03331082918342
13744_4	3-15000000.0	5627.915845384834	33.75730786704329
13744_4	5-8500000.0	0.708906412573	0.004252155269480863
13744_4	6-5000000.0	464.9063057046	2.7885962978408356
13744_4	9-3000000.0	267.038741811	1.6017490785925932
13744_5	1-10500000.0	0.0347029422452	7.965605812173527e-05
13744_5	11-2000000.0	2161.6550728957	4.961796060665156
13744_5	12-1000.0	4526.04854993632	10.388951570969178
13744_5	2-13500000.0	2.655058826453062	0.006094339745092483
13744_5	3-12000000.0	2721.47331287	6.246785498907048
13744_5	3-15000000.0	2671.781465036	6.132724371430486
13744_5	3-8000000.0	12.25384213633632	0.028127089470679816
13744_5	5-8500000.0	22744.520330702264	52.20706707264866
13744_5	6-5000000.0	8184.147831973391	18.785639291743834
13744_5	7-3000000.0	541.39201791784	1.2426944591959472
13744_5	8-1000.0	0.0176830678001	4.058916579761127e-05
13744_6	11-2000000.0	0.416464138026	0.0010681539822517093
13744_6	12-1000.0	331.8844858894545	0.8512227173525568
13744_6	3-8000000.0	10.180573634914001	0.02611130053426414
13744_6	5-8500000.0	1458.0386803375966	3.7396012777032945
13744_6	6-5000000.0	28616.331571235234	73.39563178268651
13744_6	7-3000000.0	8572.2963200682	21.986364767741122
13744_7	1-10500000.0	5600.91341553	9.233642850161882
13744_7	11-2000000.0	103.38793742139	0.1704449289498017
13744_7	12-1000.0	8812.758526479422	14.52867750688656
13744_7	2-14000000.0	2275.0779210284	3.7506841153474935
13744_7	3-12000000.0	303.015772715	0.4995505582104016
13744_7	3-15000000.0	135.0483073099684	0.22264008469789126
13744_7	3-8000000.0	0.35900311457229	0.0005918510600190365
13744_7	5-8500000.0	1599.319822088998	2.6366320892244746
13744_7	6-5000000.0	9775.434799230905	16.11574165579219
13744_7	7-3000000.0	9284.312807882508	15.306079958220261
13744_7	9-3000000.0	22768.050421565364	37.53531440144903
13744_8	11-2000000.0	10.1547447654	0.1821110874872726
13744_8	12-1000.0	5053.933992428755	90.63520912766533
13744_8	2-14000000.0	3.29607615024	0.05911049721370569
13744_8	3-8000000.0	1.65810533845	0.029735790837642714
13744_8	5-8500000.0	261.9278124307936	4.697307501756323
13744_8	6-5000000.0	245.15585486905002	4.396525995039724
13744_9	9-3000000.0	23102.828456493866	100.0
13894_1	1-20000000.0	249.222309678	2.61687948615994
13894_1	2-15000000.0	2886.55208204	30.309320778634714
13894_1	3-13000000.0	2254.92773210504	23.677150462745
13894_1	3-15000000.0	2780.3254179	29.19392152473033
13894_1	4-8000000.0	227.03804656	2.38394069691561
13894_1	5-3000000.0	211.447404678319	2.220236127413185
13894_1	5-5000000.0	670.0736719997	7.035895176228152
13894_1	6-1000.0	244.058233326317	2.5626557471730775
13894_2	1-20000000.0	216.085363841	19.773607559873103
13894_2	2-15000000.0	273.813972631	25.056255282514982
13894_2	3-13000000.0	20.717884207749997	1.8958586760016862
13894_2	4-8000000.0	202.582779383	18.53800880681274
13894_2	5-3000000.0	145.0610209424	13.27428961111944
13894_2	5-5000000.0	140.221467664	12.83143024484328
13894_2	6-1000.0	94.31437799622	8.630549818834757
13894_3	1-20000000.0	12.0757442661	0.32626686104833647
13894_3	2-15000000.0	1293.35822762	34.9444241148128
13894_3	3-13000000.0	209.5981817961	5.663000089197634
13894_3	3-15000000.0	1332.83911558	36.01113313930512
13894_3	5-5000000.0	804.2230001919999	21.728790215616396
13894_3	6-1000.0	49.092000980718	1.3263855800197084
13894_4	1-20000000.0	424.369817744	10.234315088641733
13894_4	2-15000000.0	491.337862044	11.849349988814033
13894_4	3-13000000.0	1886.71599412657	45.500987957441154
13894_4	4-8000000.0	915.0654343320001	22.068176364342534
13894_4	5-5000000.0	368.636236772	8.890216133353013
13894_4	6-1000.0	60.413178257646905	1.4569544674075259
13894_5	1-20000000.0	0.0937328151453	0.0023215435425818142
13894_5	2-15000000.0	274.198207504	6.791251036594289
13894_5	3-13000000.0	795.6649180591947	19.70676704541327
13894_5	3-15000000.0	475.732062674	11.782775289400135
13894_5	5-3000000.0	31.6718054386	0.7844368622014686
13894_5	5-5000000.0	2372.0815029234	58.75093463322395
13894_5	6-1000.0	88.079075960734	2.1815135896243083
13894_6	2-15000000.0	31.3646228993	12.207242466585647
13894_6	3-13000000.0	4.03769834161	1.5714890888761195
13894_6	5-5000000.0	221.532223847	86.22126844453824
13894_7	1-20000000.0	0.335125966932	0.06786519193820344
13894_7	2-15000000.0	249.070013463	50.43830063203433
13894_7	3-13000000.0	8.34227177976	1.689364392491099
13894_7	5-3000000.0	120.12736566327	24.326574280120685
13894_7	6-1000.0	115.9364942086234	23.477895503415688
13894_8	2-15000000.0	23.4326596801	0.936193360145742
13894_8	3-13000000.0	122.82225374909	4.907056220156004
13894_8	3-15000000.0	41.6877924450301	1.6655315708491718
13894_8	4-8000000.0	64.8541053535	2.5910837113254237
13894_8	5-3000000.0	1521.1234473472591	60.77268610604547
13894_8	5-5000000.0	403.587128292	16.124315161207754
13894_8	6-1000.0	325.464827810138	13.003133870270425
13894_9	1-20000000.0	12.3277905251	1.067659067635249
13894_9	2-15000000.0	69.7759188832	6.043004409147826
13894_9	3-13000000.0	0.311414639754	0.02697033691891237
13894_9	5-3000000.0	53.465616706866506	4.630436440948014
13894_9	6-1000.0	1018.7753567579999	88.23192974534999
20011_1	1-13500000.0	0.0324185710474	0.0005162612376576187
20011_1	2-14400000.0	298.2387453608769	4.749410563850566
20011_1	3-10200000.0	5919.81297842	94.27219881074464
20011_1	4-5700000.0	61.4055196048	0.9778743641671303
20011_10	1-18500000.0	22.22149889108	0.38637502094483517
20011_10	10-0.0	1.2705501773558	0.022091617392396894
20011_10	2-14400000.0	48.5436572763145	0.8440500206043184
20011_10	3-10200000.0	911.0501924028027	15.840832290243444
20011_10	3-5700000.0	5.277350380240001	0.09175962313311636
20011_10	4-5700000.0	4561.877629700631	79.3193822506224
20011_10	5-2600000.0	182.233273453175	3.1685704547851183
20011_10	9-3100000.0	18.803152534823298	0.32693872227438153
20011_11	1-18500000.0	10.8414181528	14.01679730165811
20011_11	2-14400000.0	8.79257337972	11.367859544432408
20011_11	3-10200000.0	57.711909385356	74.61534315390948
20011_12	1-18500000.0	447.85952932445974	79.23264999595868
20011_12	2-14400000.0	0.0165869645136	0.002934467322340571
20011_12	3-10200000.0	91.74229881685976	16.230503039525054
20011_12	4-5700000.0	25.6277673042	4.5339124971939135
20011_2	1-13500000.0	0.506786656720112	0.006814456027755387
20011_2	1-18500000.0	6.63120904297	0.08916588831802928
20011_2	3-10200000.0	6102.368562664864	82.05488776000418
20011_2	3-5700000.0	33.4128538520914	0.44928259321287317
20011_2	4-5700000.0	1294.01546058849	17.399849302437158
20011_3	1-13500000.0	41.17919838256381	0.48820246863642924
20011_3	1-18500000.0	21.85294668808	0.25907892671893984
20011_3	2-14400000.0	724.2744518498334	8.586679421936106
20011_3	2-9600000.0	28.06855163335877	0.33276840581377226
20011_3	3-10200000.0	5010.070057309008	59.397187562917075
20011_3	3-5700000.0	32.743884942877	0.3881971016858948
20011_3	4-5700000.0	2576.67165407726	30.54788611229179
20011_4	1-13500000.0	2.435005057753902	0.041820851455863645
20011_4	2-14400000.0	500.554794049	8.596954499451122
20011_4	3-10200000.0	5063.3957694310475	86.96307289437493
20011_4	4-5700000.0	256.080911667	4.398151754718089
20011_5	1-13500000.0	1.16986852182239	0.007958406301684621
20011_5	1-18500000.0	139.67385190776488	0.9501762313184808
20011_5	2-14400000.0	2584.482759514889	17.5817739312087
20011_5	2-9600000.0	20.33904489926	0.13836288444137815
20011_5	3-10200000.0	6165.634115401959	41.94370605122262
20011_5	3-5700000.0	0.02043208559096	0.00013899582362499247
20011_5	4-5700000.0	5788.463747134609	39.37788349968353
20011_6	1-13500000.0	0.18432670334286	0.0040410488269254615
20011_6	2-14400000.0	573.408074954909	12.570994796863646
20011_6	3-10200000.0	2855.35045048089	62.59869231705566
20011_6	3-5700000.0	4.2729003910884	0.09367605886630191
20011_6	4-5700000.0	1128.1422324239068	24.732595778387477
20011_7	1-13500000.0	2.3502630635989	0.020450291834173805
20011_7	1-18500000.0	0.148588922252	0.0012929134914479298
20011_7	2-14400000.0	787.366615443767	6.851095656353603
20011_7	2-9600000.0	85.88575101670777	0.7473157791959462
20011_7	3-10200000.0	4772.337357934095	41.5254331365938
20011_7	3-5700000.0	170.33595500093205	1.4821404648582963
20011_7	4-5700000.0	5674.140379948925	49.37227175767273
20011_8	2-14400000.0	175.8431415956	1.088817618985528
20011_8	4-5700000.0	15010.24651	92.9431805932486
20011_8	5-2600000.0	963.8273344498999	5.968001787765873
20011_9	4-5700000.0	3797.93165297	49.74688045187597
20011_9	5-2600000.0	3836.580538491	50.253119548124026
20295_1	1-13500000.0	1089.5630956957925	16.506714599267
20295_1	2-14400000.0	0.0172542697769	0.0002613995535927791
20295_1	2-9600000.0	1530.711813732	23.19005034478064
20295_1	3-10200000.0	78.96778609761311	1.1963499064887588
20295_1	3-5700000.0	3825.6806372469687	57.958477738868844
20295_1	4-5700000.0	75.78597876505	1.1481460110411672
20295_2	1-13500000.0	4890.599635202082	48.74537305284381
20295_2	2-9600000.0	2110.883229950918	21.03950398521994
20295_2	3-10200000.0	0.3843656971345	0.0038310331438045422
20295_2	3-5700000.0	3031.084265695575	30.21129192879245
20295_3	1-13500000.0	276.6570138741138	15.607665737644352
20295_3	2-14400000.0	1.1001605282305	0.06206579599021161
20295_3	2-9600000.0	1013.0657880522596	57.15232723995791
20295_3	3-10200000.0	5.49877878680357	0.31021480376684546
20295_3	3-5700000.0	476.237606214151	26.867048354930045
20295_3	4-5700000.0	0.0120192340854	0.0006780677106302612
20295_4	1-13500000.0	812.8629380967609	92.57333532667391
20295_4	2-14400000.0	3.72427287879379	0.42414083100387884
20295_4	3-5700000.0	61.48738278119	7.002523842322218
20295_5	1-13500000.0	59.9389721042	1.355664639582662
20295_5	2-13500000.0	5.5918591213	0.12647340143063607
20295_5	2-9600000.0	356.035239058	8.05259695139933
20295_5	3-10200000.0	3.9390237237124	0.08909053641145016
20295_5	3-5700000.0	3995.474925456691	90.36731669946782
20295_5	8-1000.0	0.3916350075198	0.008857771708101751
20295_6	1-13500000.0	579.8567514405235	7.532081186197642
20295_6	2-14400000.0	2.5966841768954	0.03372977202852674
20295_6	2-9600000.0	17.780650223	0.23096273465871003
20295_6	3-10200000.0	0.296352411157	0.003849485954961589
20295_6	3-5700000.0	7047.47205224919	91.54352609179632
20295_6	4-5700000.0	50.490623236469794	0.6558507293638288
20295_7	1-13500000.0	396.8690756954714	20.260080384506352
20295_7	2-14400000.0	0.758642647042	0.03872854287084729
20295_7	2-9600000.0	1377.510923663425	70.32163439554947
20295_7	3-10200000.0	6.089594313786	0.3108724712051052
20295_7	3-5700000.0	177.643930836	9.068684205868237
23068_1	1-15000000.0	2738.4983319088387	58.45556871210367
23068_1	2-12000000.0	1259.64236825915	26.888134329855383
23068_1	3-8000000.0	290.188514915	6.194319885253735
23068_1	8-3000000.0	396.422626775	8.46197707278722
23068_10	2-12000000.0	2830.13716041	15.385241535763766
23068_10	3-8000000.0	4178.69579659443	22.716299773178626
23068_10	4-7500000.0	1276.7227005686004	6.94054245752347
23068_10	5-7100000.0	6114.974598299723	33.242332737778646
23068_10	7-5000000.0	2191.2409402	11.91206263768048
23068_10	8-3000000.0	1016.1600731147618	5.524067307608904
23068_10	9-2000000.0	787.2115943886218	4.2794535504661075
23068_11	2-12000000.0	6705.513791016154	8.189597924773597
23068_11	3-8000000.0	9891.778849689177	12.081056584846369
23068_11	4-7500000.0	9.5646790328585	0.011681562069646156
23068_11	4-8000000.0	0.2413162527817	0.00029472507917930403
23068_11	5-7100000.0	16345.836810667772	19.963545731973902
23068_11	6-6800000.0	22662.45157817382	27.678172351766822
23068_11	7-5000000.0	16588.37229173478	20.259759882646662
23068_11	8-3000000.0	2610.975560031774	3.188844389033825
23068_11	9-2000000.0	7063.690079184396	8.627046847809998
23068_2	2-12000000.0	27667.734449571002	93.63341838712441
23068_2	3-8000000.0	0.2376848942967	0.0008043755513320472
23068_2	8-3000000.0	1881.0232201415688	6.3657772373242665
23068_3	1-15000000.0	0.653787751664	0.001122348673550882
23068_3	2-12000000.0	7854.021830738	13.482894045250815
23068_3	3-8000000.0	45677.82764427426	78.41451470565985
23068_3	8-3000000.0	4699.6585466419865	8.067840858965027
23068_3	9-2000000.0	19.58892288204653	0.03362804145075887
23068_4	2-12000000.0	478.54481455723504	4.9517930959666545
23068_4	3-8000000.0	5713.249977560001	59.118458572346746
23068_4	4-7500000.0	1286.287379601459	13.309994742358128
23068_4	8-3000000.0	2185.9891108036	22.619753589328482
23068_5	1-15000000.0	100.226807129	0.14376055518748138
23068_5	2-12000000.0	1402.7245024675037	2.0120011704080705
23068_5	3-8000000.0	13886.232751953805	19.917750420943538
23068_5	5-7100000.0	49249.46070672347	70.64107913534467
23068_5	7-5000000.0	27.698558767	0.03972949254097156
23068_5	8-3000000.0	2654.3816414047997	3.8073185146631285
23068_5	9-2000000.0	2397.1520933757	3.438360710912155
23068_6	1-15000000.0	124.014511695	0.3694341222964307
23068_6	2-12000000.0	2605.770011217958	7.762481534162903
23068_6	3-8000000.0	4235.168146634	12.616391466165929
23068_6	6-6800000.0	23128.30296901872	68.8982619113103
23068_6	8-3000000.0	3475.52001326538	10.353430966064451
23068_7	7-5000000.0	18827.028664443227	100.0
23068_8	2-12000000.0	2.55497363698	0.011573424245719438
23068_8	8-3000000.0	22073.656722525335	99.98842657575429
23068_9	1-15000000.0	10.4344911684	0.06911657412375886
23068_9	2-12000000.0	395.84962219736104	2.6220511678923706
23068_9	3-8000000.0	2982.9367542306	19.758545572843456
23068_9	8-3000000.0	1150.1744115434553	7.618590469599651
23068_9	9-2000000.0	10557.549702126458	69.93169621554077
